created_at,description,retweeted,followers_count,retweeted,id,id_str,in_reply_to_user_id_str,in_reply_to_screen_name,truncated,timestamp_ms,contributors,coordinates,lang,place,favorited,retweet_count,source,in_reply_to_status_id,geo,in_reply_to_status_id_str,is_quote_status,favorite_count,filter_level,in_reply_to_user_id,possibly_sensitive,extended_entities
Fri Feb 05 15:05:18 +0000 2016,,False,,False,695624244139597825,695624244139597825,,,False,1454684718533,,,es,,False,0,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",,,,False,0,low,,False,"{'media': [{'sizes': {'medium': {'w': 600, 'resize': 'fit', 'h': 337}, 'large': {'w': 608, 'resize': 'fit', 'h': 342}, 'small': {'w': 340, 'resize': 'fit', 'h': 191}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}}, 'id_str': '695624243858567169', 'indices': [103, 126], 'display_url': 'pic.twitter.com/AteGsiaVf4', 'media_url_https': 'https://pbs.twimg.com/media/CadakHBW8AEOPpZ.jpg', 'expanded_url': 'http://twitter.com/SomosSegurosweb/status/695624244139597825/photo/1', 'media_url': 'http://pbs.twimg.com/media/CadakHBW8AEOPpZ.jpg', 'id': 695624243858567169, 'url': 'https://t.co/AteGsiaVf4', 'type': 'photo'}]}"
Fri Feb 05 15:05:18 +0000 2016,,False,,False,695624244345094144,695624244345094144,,,False,1454684718582,,,en,,False,0,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,False,0,low,,False,"{'media': [{'sizes': {'medium': {'w': 105, 'resize': 'fit', 'h': 140}, 'large': {'w': 105, 'resize': 'fit', 'h': 140}, 'small': {'w': 105, 'resize': 'fit', 'h': 140}, 'thumb': {'w': 105, 'resize': 'crop', 'h': 140}}, 'id_str': '695624244244381696', 'indices': [112, 135], 'display_url': 'pic.twitter.com/jrE2T6kL67', 'media_url_https': 'https://pbs.twimg.com/media/CadakIdWAAAITY8.jpg', 'expanded_url': 'http://twitter.com/Yearfu__Tionqe/status/695624244345094144/photo/1', 'media_url': 'http://pbs.twimg.com/media/CadakIdWAAAITY8.jpg', 'id': 695624244244381696, 'url': 'https://t.co/jrE2T6kL67', 'type': 'photo'}]}"
Fri Feb 05 15:05:18 +0000 2016,,False,,False,695624245443956736,695624245443956736,,,False,1454684718844,,,pt,,False,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,False,0,low,,False,"{'media': [{'sizes': {'medium': {'w': 600, 'resize': 'fit', 'h': 600}, 'large': {'w': 640, 'resize': 'fit', 'h': 640}, 'small': {'w': 340, 'resize': 'fit', 'h': 340}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}}, 'id_str': '695616383783170048', 'indices': [139, 140], 'source_user_id_str': '1972623570', 'display_url': 'pic.twitter.com/buB2jofoWC', 'media_url_https': 'https://pbs.twimg.com/media/CadTal9WcAAjR3c.jpg', 'media_url': 'http://pbs.twimg.com/media/CadTal9WcAAjR3c.jpg', 'id': 695616383783170048, 'url': 'https://t.co/buB2jofoWC', 'source_status_id': 695616405555834880, 'type': 'photo', 'source_status_id_str': '695616405555834880', 'expanded_url': 'http://twitter.com/RDTPop/status/695616405555834880/photo/1', 'source_user_id': 1972623570}]}"
Fri Feb 05 15:05:19 +0000 2016,,False,,False,695624247603924992,695624247603924992,,,False,1454684719359,,,en,,False,0,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,,,False,0,low,,False,
Fri Feb 05 15:05:19 +0000 2016,,False,,False,695624250183421952,695624250183421952,,,False,1454684719974,,,ru,,False,0,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,,,False,0,low,,False,
Fri Feb 05 15:05:20 +0000 2016,,False,,False,695624251668357120,695624251668357120,,,False,1454684720328,,,en,,False,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,False,0,low,,False,
Fri Feb 05 15:05:20 +0000 2016,,False,,False,695624250984689664,695624250984689664,,,False,1454684720165,,,en,,False,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,False,0,low,,False,"{'media': [{'sizes': {'medium': {'w': 600, 'resize': 'fit', 'h': 350}, 'large': {'w': 660, 'resize': 'fit', 'h': 385}, 'small': {'w': 340, 'resize': 'fit', 'h': 198}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}}, 'id_str': '695624247511752704', 'indices': [113, 136], 'display_url': 'pic.twitter.com/6RzHraiGTz', 'media_url_https': 'https://pbs.twimg.com/media/CadakUoWIAAwbE1.jpg', 'expanded_url': 'http://twitter.com/ange1914/status/695624250984689664/photo/1', 'media_url': 'http://pbs.twimg.com/media/CadakUoWIAAwbE1.jpg', 'id': 695624247511752704, 'url': 'https://t.co/6RzHraiGTz', 'type': 'photo'}, {'sizes': {'medium': {'w': 600, 'resize': 'fit', 'h': 374}, 'large': {'w': 660, 'resize': 'fit', 'h': 412}, 'small': {'w': 340, 'resize': 'fit', 'h': 212}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}}, 'id_str': '695624249143377920', 'indices': [113, 136], 'display_url': 'pic.twitter.com/6RzHraiGTz', 'media_url_https': 'https://pbs.twimg.com/media/CadakatWwAAX9yk.jpg', 'expanded_url': 'http://twitter.com/ange1914/status/695624250984689664/photo/1', 'media_url': 'http://pbs.twimg.com/media/CadakatWwAAX9yk.jpg', 'id': 695624249143377920, 'url': 'https://t.co/6RzHraiGTz', 'type': 'photo'}, {'sizes': {'medium': {'w': 600, 'resize': 'fit', 'h': 374}, 'large': {'w': 660, 'resize': 'fit', 'h': 412}, 'small': {'w': 340, 'resize': 'fit', 'h': 212}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}}, 'id_str': '695624249814446080', 'indices': [113, 136], 'display_url': 'pic.twitter.com/6RzHraiGTz', 'media_url_https': 'https://pbs.twimg.com/media/CadakdNWcAA3Bhw.jpg', 'expanded_url': 'http://twitter.com/ange1914/status/695624250984689664/photo/1', 'media_url': 'http://pbs.twimg.com/media/CadakdNWcAA3Bhw.jpg', 'id': 695624249814446080, 'url': 'https://t.co/6RzHraiGTz', 'type': 'photo'}]}"
Fri Feb 05 15:05:20 +0000 2016,,False,,False,695624252322680832,695624252322680832,,,False,1454684720484,,,en,,False,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,False,0,low,,,
Fri Feb 05 15:05:20 +0000 2016,,False,,False,695624253660467200,695624253660467200,,,False,1454684720803,,,en,,False,0,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,,,False,0,low,,False,
Fri Feb 05 15:05:20 +0000 2016,,False,,False,695624254017118208,695624254017118208,28679439,swanagelifeboat,False,1454684720888,,,en,,False,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,False,0,low,28679439,False,
Fri Feb 05 15:05:20 +0000 2016,,False,,False,695624253815717888,695624253815717888,,,False,1454684720840,,,ja,,False,0,"<a href=""http://app-lis.com"" rel=""nofollow"">Book Twitter</a>",,,,False,0,low,,False,"{'media': [{'sizes': {'medium': {'w': 170, 'resize': 'fit', 'h': 170}, 'large': {'w': 170, 'resize': 'fit', 'h': 170}, 'small': {'w': 170, 'resize': 'fit', 'h': 170}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}}, 'id_str': '695624253715009536', 'indices': [110, 133], 'display_url': 'pic.twitter.com/R6lx5Ifpuh', 'media_url_https': 'https://pbs.twimg.com/media/CadakrvUUAAGEYL.jpg', 'expanded_url': 'http://twitter.com/_bookxx/status/695624253815717888/photo/1', 'media_url': 'http://pbs.twimg.com/media/CadakrvUUAAGEYL.jpg', 'id': 695624253715009536, 'url': 'https://t.co/R6lx5Ifpuh', 'type': 'photo'}]}"
